symbol,month,formation_day,entry_day,expiration,strike,spot_formation,moneyness,hv,return_1m,call_iv_formation,put_iv_formation,call_mid_formation,put_mid_formation,spot_entry,spot_at_expiry,call_bid,call_ask,call_volume,call_delta,put_bid,put_ask,put_volume,put_delta,iv,call_mid,put_mid,call_payoff,put_payoff,signal,year,earnings_in_hold,decile,straddle,call_hedged,put_hedged,call_naked,put_naked,stock
ALXN,2017-10-01,2017-10-23,2017-10-24,2017-11-17,135.0,135.20000000000002,0.9985207100591714,0.31351121094164575,-0.0548299325120995,0.4837,0.453,7.0,6.2,136.66,110.87,5.8,6.6000000000000005,43,0.5741,3.7,4.6000000000000005,12,-0.42410000000000003,0.46835000000000004,6.2,4.15,0.0,24.129999999999995,-0.40138075964214626,2017,false,2,1.331400966183574,0.1191040015137183,0.14559369039870962,-1.0,4.814457831325299,-0.18871652275720763
AMAT,2017-10-01,2017-10-23,2017-10-24,2017-11-17,56.0,56.370000000000005,0.9934362249423452,0.24934530501847688,0.165539274691613,0.3435,0.3398,2.245,1.7850000000000001,56.38,56.49,2.11,2.19,73,0.5539000000000001,1.6600000000000001,1.79,80,-0.44620000000000004,0.34165,2.15,1.725,0.490000000000002,0.0,-0.3149481182931051,2017,true,4,-0.8735483870967737,-0.059181401815929416,-0.0623440671063304,-0.772093023255813,-1.0,0.0019510464703795805
AMD,2017-10-01,2017-10-23,2017-10-24,2017-11-17,14.0,14.100000000000001,0.9929078014184396,0.607994871031292,0.058410762156414824,0.6078,0.5984,0.95,0.825,14.25,11.38,1.03,1.06,5667,0.5784,0.79,0.85,7797,-0.42210000000000003,0.6031,1.045,0.8200000000000001,0.0,2.619999999999999,0.008083425669848376,2017,true,8,0.40482573726541515,0.08545100872561548,0.08611257621700301,-1.0,2.195121951219511,-0.2014035087719298
AMGN,2017-10-01,2017-10-23,2017-10-24,2017-11-17,180.0,180.53,0.9970641998559796,0.18241329420413108,-0.028558549001014344,0.22240000000000001,0.25980000000000003,4.575,4.525,180.37,170.0,4.1,4.55,438,0.5341,4.4,4.75,55,-0.46740000000000004,0.24110000000000004,4.324999999999999,4.575,0.0,10.0,-0.27893682531179964,2017,true,4,0.12359550561797761,0.01318996697957154,0.006503852421679202,-1.0,1.1857923497267757,-0.057492931196983954
AMT,2017-10-01,2017-10-23,2017-10-24,2017-11-17,140.0,138.75,1.009009009009009,0.14143728277077702,0.007015542461494126,0.1721,0.17350000000000002,2.0,3.1,138.03,145.87,1.55,1.75,25,0.39280000000000004,3.3000000000000003,3.6,12,-0.6074,0.1728,1.65,3.45,5.8700000000000045,0.0,-0.2002784688446202,2017,true,5,0.15098039215686376,0.021694643284614932,0.015030641398908591,2.5575757575757607,-1.0,0.056799246540607085
AMZN,2017-10-01,2017-10-23,2017-10-24,2017-11-17,967.5,966.3000000000001,1.001241850357032,0.1662282414529532,0.011658297964571112,0.28950000000000004,0.2881,29.200000000000003,29.075000000000003,975.9000000000001,1129.88,32.35,33.3,9,0.5686,22.900000000000002,23.650000000000002,20,-0.4313,0.28880000000000006,32.825,23.275000000000002,162.3800000000001,0.0,-0.5523726145265202,2017,true,1,1.894474153297684,0.08045249106952257,0.09711492848169194,3.94683929931455,-1.0,0.15778255968849275
AON,2017-10-01,2017-10-23,2017-10-24,2017-11-17,150.0,151.94,0.987231802027116,0.10832400596621054,0.03974210744713583,0.1448,0.1734,3.5,1.8,152.38,141.18,3.5,3.9,8,0.6859000000000001,1.35,1.7,4,-0.3395,0.15910000000000002,3.7,1.525,0.0,8.819999999999993,-0.3844061441622666,2017,true,2,0.6880382775119604,0.03949792735268955,0.06557886785480713,-1.0,4.783606557377045,-0.07350045937787109
APA,2017-10-01,2017-10-23,2017-10-24,2017-11-17,40.5,40.300000000000004,1.0049627791563274,0.3050047400950265,-0.07801737117671312,0.31880000000000003,0.31880000000000003,1.275,1.42,40.14,41.18,1.17,1.22,30,0.47950000000000004,1.47,1.56,60,-0.52,0.31880000000000003,1.1949999999999998,1.5150000000000001,0.6799999999999997,0.0,-0.04423662913424442,2017,true,8,-0.7490774907749078,-0.05615293042981629,-0.04351477143801537,-0.4309623430962345,-1.0,0.025909317389138042
APC,2017-10-01,2017-10-23,2017-10-24,2017-11-17,48.5,48.1,1.0083160083160083,0.2751930171231377,-0.015062700961853425,0.2866,0.2866,1.28,1.625,48.050000000000004,48.150000000000006,1.21,1.25,12,0.4706,1.58,1.67,20,-0.5294,0.2866,1.23,1.625,0.0,0.3499999999999943,-0.040614783482611605,2017,false,8,-0.8774080560420335,-0.059725015936055635,-0.04515666783802208,-1.0,-0.784615384615388,0.0020811654526535772
APD,2017-10-01,2017-10-23,2017-10-24,2017-11-17,150.0,153.6,0.9765625,0.13931135601750252,0.021984693772557098,0.1918,0.1887,5.300000000000001,1.475,153.85,161.58,5.2,5.5,17,0.7181000000000001,1.35,1.55,18,-0.29050000000000004,0.19025,5.35,1.4500000000000002,11.580000000000013,0.0,-0.3116275972579381,2017,true,4,0.7029411764705902,0.006459517119260835,0.017241134571176826,1.1644859813084136,-1.0,0.050243743906402516
APH,2017-10-01,2017-10-23,2017-10-24,2017-11-17,85.0,86.35000000000001,0.9843659525188186,0.11541486920147348,0.04029134977445223,0.1894,0.19010000000000002,2.525,1.075,86.65,89.52000000000001,2.5500000000000003,3.1,26,0.6597000000000001,0.8,1.0,70,-0.32530000000000003,0.18975000000000003,2.825,0.9,4.52000000000001,0.0,-0.4971742212692172,2017,true,1,0.21342281879194913,-0.0036500972017650102,0.0011555236668168985,0.6000000000000034,-1.0,0.03312175418349694
ARNC,2017-10-01,2017-10-23,2017-10-24,2017-11-17,24.0,24.35,0.9856262833675564,0.343784919856915,-0.07360916780671686,0.3154,0.35150000000000003,1.0,0.71,24.330000000000002,23.85,0.88,0.99,132,0.5918,0.6,0.7000000000000001,221,-0.41400000000000003,0.33345,0.935,0.65,0.0,0.14999999999999858,0.030523299781353375,2017,false,9,-0.9053627760252375,-0.048348222237110196,-0.0651631784022936,-1.0,-0.7692307692307714,-0.019728729963008673
ATVI,2017-10-01,2017-10-23,2017-10-24,2017-11-17,61.5,61.46,1.0006508298080052,0.29454356896775613,-0.03893280468115058,0.373,0.38330000000000003,2.41,2.4450000000000003,62.730000000000004,64.10000000000001,3.15,3.3000000000000003,54,0.6015,1.86,1.97,203,-0.3982,0.37815,3.225,1.915,2.6000000000000085,0.0,-0.24986400798720443,2017,false,5,-0.494163424124512,-0.04199295825974323,-0.05092071171334836,-0.19379844961240045,-1.0,0.02183963016100754
AVGO,2017-10-01,2017-10-23,2017-10-24,2017-11-17,245.0,244.27,1.0029884963360216,0.23172281780620121,0.02080693871055402,0.2434,0.23440000000000003,6.0,6.2,247.68,271.86,7.3,7.7,41,0.5913,4.5,4.9,43,-0.41050000000000003,0.2389,7.5,4.7,26.860000000000014,0.0,-0.03050314778455676,2017,false,8,1.2016393442622961,0.03643216984506096,0.04912814046920339,2.581333333333335,-1.0,0.09762596899224807
AVY,2017-10-01,2017-10-23,2017-10-24,2017-11-17,100.0,99.01,1.00999899000101,0.15631385908588116,0.0025281906574445403,0.2242,0.2275,1.925,2.825,98.91000000000001,108.29,1.85,2.0,40,0.4469,2.5,3.3000000000000003,31,-0.5527000000000001,0.22585,1.925,2.9000000000000004,8.290000000000006,0.0,-0.36800515882880314,2017,true,3,0.7181347150259079,0.05139988219371193,0.039680787565815896,3.30649350649351,-1.0,0.094833687190375
AXP,2017-10-01,2017-10-23,2017-10-24,2017-11-17,92.5,92.38000000000001,1.0012989824637366,0.13120167429304183,0.04403853535886116,0.1381,0.1375,1.33,1.335,93.86,93.69,2.18,2.25,567,0.6744,0.74,0.8200000000000001,127,-0.3301,0.1378,2.215,0.78,1.1899999999999977,0.0,-0.04906772077110344,2017,false,8,-0.6026711185308855,-0.014903235835973533,-0.026323461380731786,-0.46275395033860145,-1.0,-0.0018112081823993265
AYI,2017-10-01,2017-10-23,2017-10-24,2017-11-17,160.0,159.95000000000002,1.000312597686777,0.37150188783202265,-0.024944183959827334,0.25020000000000003,0.253,4.25,4.15,159.0,161.82000000000002,3.6,3.9,1,0.4818,4.5,4.7,42,-0.5177,0.25160000000000005,3.75,4.6,1.8200000000000216,0.0,0.3897134209660531,2017,false,10,-0.7820359281437099,-0.045139274351393414,-0.036128531208328075,-0.5146666666666608,-1.0,0.01773584905660397
AZO,2017-10-01,2017-10-23,2017-10-24,2017-11-17,590.0,589.0,1.0016977928692699,0.27654027122314595,0.02574452388941509,0.2713,0.2864,16.55,17.75,585.83,629.4300000000001,14.6,15.8,81,0.48160000000000003,18.2,19.5,5,-0.5178,0.27885,15.2,18.85,39.430000000000064,0.0,-0.008317546101918927,2017,false,8,0.1580029368575644,0.012108682581449157,0.01156475346650701,1.5940789473684251,-1.0,0.0744243210487685
BA,2017-10-01,2017-10-23,2017-10-24,2017-11-17,262.5,262.32,1.0006861848124429,0.17743949849815926,0.022631418701115603,0.24020000000000002,0.2791,6.65,7.575,266.0,262.26,7.4,9.05,11,0.6091,5.45,6.5,267,-0.4077,0.25965000000000005,8.225000000000001,5.975,0.0,0.2400000000000091,-0.38070487301012323,2017,true,2,-0.9830985915492951,-0.038667985299969544,-0.06344690587223566,-1.0,-0.9598326359832621,-0.014060150375939884
BAC,2017-10-01,2017-10-23,2017-10-24,2017-11-17,27.0,27.16,0.9941089837997055,0.2208063218609713,0.08206979765172988,0.19720000000000001,0.1953,0.66,0.465,27.68,26.62,1.01,1.02,8703,0.6952,0.28,0.3,2815,-0.3024,0.19625,1.0150000000000001,0.29000000000000004,0.0,0.379999999999999,0.11789658894726318,2017,false,10,-0.7088122605363993,-0.015255975707005973,-0.026620381061822393,-1.0,0.3103448275862033,-0.03829479768786126
BAX,2017-10-01,2017-10-23,2017-10-24,2017-11-17,65.0,64.12,1.013724266999376,0.13174845934150245,0.009558953926468541,0.1623,0.1389,0.74,1.395,64.35000000000001,63.88,0.79,1.02,26,0.4309,1.43,1.68,1,-0.5634,0.1506,0.905,1.555,0.0,1.1199999999999974,-0.13373282181533241,2017,true,6,-0.5447154471544726,-0.026188947231364737,-0.01850838103041582,-1.0,-0.27974276527331354,-0.007303807303807419
BDX,2017-10-01,2017-10-23,2017-10-24,2017-11-17,210.0,211.03,0.9951191773681467,0.13552735201426763,0.08899928204375257,0.17850000000000002,0.17800000000000002,4.6,3.3,210.97,220.31,4.3,4.7,48,0.5591,3.2,3.5,42,-0.4415,0.17825000000000002,4.5,3.35,10.310000000000002,0.0,-0.2740135794617209,2017,true,4,0.3133757961783443,0.005182800853429358,0.008017244314123314,1.2911111111111118,-1.0,0.0442716973977344
BEN,2017-10-01,2017-10-23,2017-10-24,2017-11-17,45.0,44.54,1.0103277952402334,0.1696020684891411,0.03774896330043236,0.20500000000000002,0.1933,0.775,1.125,44.800000000000004,40.480000000000004,0.8,0.9500000000000001,62,0.48560000000000003,1.0,1.1,113,-0.513,0.19915,0.875,1.05,0.0,4.519999999999996,-0.16060339006391144,2017,true,6,1.3480519480519457,0.058563171818995126,0.052172899918443254,-1.0,3.304761904761901,-0.09642857142857142
BIIB,2017-10-01,2017-10-23,2017-10-24,2017-11-17,327.5,328.55,0.9968041394003957,0.2342383432723335,0.031192154915596727,0.30560000000000004,0.32330000000000003,11.2,10.350000000000001,315.73,313.97,3.2,4.1,161,0.2984,14.5,16.0,4,-0.6952,0.31445,3.65,15.25,0.0,13.529999999999973,-0.2944859230202086,2017,true,4,-0.28412698412698556,-0.03450401701200102,-0.012539333236025199,-1.0,-0.11278688524590341,-0.005574383175498077
BLK,2017-10-01,2017-10-23,2017-10-24,2017-11-17,470.0,474.39000000000004,0.9907460106663293,0.1421137906658263,0.08555793428692561,0.168,0.17470000000000002,11.0,6.35,473.72,473.99,9.700000000000001,10.8,17,0.5933,6.0,6.9,26,-0.41090000000000004,0.17135,10.25,6.45,3.990000000000009,0.0,-0.18708016890592116,2017,false,5,-0.7610778443113767,-0.023707531528712533,-0.03152167182721043,-0.6107317073170723,-1.0,0.0005699569365869017
BMY,2017-10-01,2017-10-23,2017-10-24,2017-11-17,64.0,63.75,1.003921568627451,0.24195180017506668,0.006136436532365076,0.2526,0.2541,1.6,1.78,63.650000000000006,61.32,1.46,1.61,133,0.4867,1.72,1.9000000000000001,4,-0.513,0.25334999999999996,1.5350000000000001,1.81,0.0,2.6799999999999997,-0.04603339843307741,2017,true,8,-0.19880418535127065,-0.013618951987801612,-0.009438969080840253,-1.0,0.48066298342541414,-0.03660644147682646
BSX,2017-10-01,2017-10-23,2017-10-24,2017-11-17,30.0,29.610000000000003,1.0131712259371832,0.15407377881029297,0.026002149159391558,0.2456,0.2509,0.6000000000000001,0.9750000000000001,29.8,28.26,0.65,0.7000000000000001,621,0.4776,0.8200000000000001,0.88,3,-0.5214,0.24825000000000003,0.675,0.8500000000000001,0.0,1.7399999999999984,-0.47700473205164085,2017,true,1,0.14098360655737596,0.0044627762681559964,0.005311538151737934,-1.0,1.0470588235294098,-0.05167785234899325
C,2017-10-01,2017-10-23,2017-10-24,2017-11-17,73.5,73.53,0.9995920032639739,0.18008108781914806,0.029395616862592067,0.1535,0.1928,1.245,1.42,74.24000000000001,71.33,1.6300000000000001,1.71,341,0.6152000000000001,1.12,1.21,48,-0.40490000000000004,0.17315,1.67,1.165,0.0,2.1700000000000017,0.03924896648673193,2017,false,9,-0.23456790123456728,0.0027323934341109152,-0.005548766786990007,-1.0,0.86266094420601,-0.03919719827586221
CAG,2017-10-01,2017-10-23,2017-10-24,2017-11-17,34.0,34.21,0.9938614440222157,0.15800644798588925,0.031475282357642166,0.1728,0.23040000000000002,0.75,0.7,34.17,35.71,0.6,0.75,10,0.5678000000000001,0.6,0.75,5,-0.4454,0.2016,0.675,0.675,1.7100000000000009,0.0,-0.24364969396567981,2017,false,5,0.2666666666666673,0.008575337728549088,0.0006867863094219954,1.5333333333333345,-1.0,0.04506877377816787
CAT,2017-10-01,2017-10-23,2017-10-24,2017-11-17,132.0,131.68,1.0024301336573511,0.20287311124685248,0.056631428141220165,0.2441,0.2523,3.2800000000000002,3.5500000000000003,138.24,136.13,6.65,7.3,199,0.8409000000000001,0.68,0.99,341,-0.19010000000000002,0.24820000000000003,6.975,0.835,4.1299999999999955,0.0,-0.2016541569145056,2017,true,5,-0.4711907810499365,-0.00979858190391487,-0.04558868740859117,-0.4078853046594988,-1.0,-0.01526331018518523
CB,2017-10-01,2017-10-23,2017-10-24,2017-11-17,155.0,155.19,0.9987756943102004,0.13121742579233664,0.084676793389506,0.14850000000000002,0.1567,2.6,2.35,154.4,148.63,2.15,2.35,73,0.4808,2.5500000000000003,2.75,11,-0.5193,0.1526,2.25,2.6500000000000004,0.0,6.3700000000000045,-0.15096443262081793,2017,true,6,0.30000000000000093,0.007282242317621722,0.008736444511838222,-1.0,1.4037735849056618,-0.037370466321243634
CBOE,2017-10-01,2017-10-23,2017-10-24,2017-11-17,110.0,110.69000000000001,0.9937663745595807,0.13762566344159455,0.03764998966578822,0.2053,0.1988,2.8,1.9,110.25,116.48,2.3000000000000003,2.5,46,0.5374,1.95,2.15,22,-0.46280000000000004,0.20205,2.4000000000000004,2.05,6.480000000000004,0.0,-0.3839777758458862,2017,true,2,0.4561797752808998,0.01287632798489317,0.015699753361834625,1.700000000000001,-1.0,0.05650793650793662
CCI,2017-10-01,2017-10-23,2017-10-24,2017-11-17,105.0,103.95,1.0101010101010102,0.14893218591565244,0.03275775663838272,0.155,0.1578,1.275,2.225,104.06,110.02000000000001,1.1500000000000001,1.3,3705,0.42660000000000003,1.9000000000000001,2.15,524,-0.5742,0.15639999999999998,1.225,2.025,5.02000000000001,0.0,-0.04892575385084297,2017,false,8,0.5446153846153878,0.029014388677868767,0.022617623354683366,3.0979591836734777,-1.0,0.057274649240822706
CELG,2017-10-01,2017-10-23,2017-10-24,2017-11-17,123.0,122.37,1.0051483206668301,0.23272414309504072,-0.16199987677774952,0.28390000000000004,0.2856,3.4000000000000004,3.9000000000000004,120.34,104.10000000000001,2.39,2.73,86,0.4073,5.0,5.3,5,-0.5901000000000001,0.28475000000000006,2.56,5.15,0.0,18.89999999999999,-0.20175778538097133,2017,false,5,1.451361867704279,0.08728010356460325,0.054708927214885884,-1.0,2.669902912621357,-0.13495097224530495
CERN,2017-10-01,2017-10-23,2017-10-24,2017-11-17,72.5,72.45,1.0006901311249137,0.1962389668618858,0.039701159812235896,0.2949,0.3002,2.25,2.25,72.38000000000001,65.4,2.1,2.3000000000000003,16,0.5128,2.15,2.3000000000000003,134,-0.4872,0.29755,2.2,2.225,0.0,7.099999999999994,-0.41624914282078285,2017,false,2,0.604519774011298,0.039504114735100376,0.0393278627898404,-1.0,2.1910112359550533,-0.09643547941420283
CF,2017-10-01,2017-10-23,2017-10-24,2017-11-17,36.0,36.31,0.9914624070503992,0.3694084839842055,0.030195193073098103,0.3779,0.4248,1.615,1.435,37.61,35.480000000000004,2.38,2.52,4,0.6899000000000001,0.9,1.03,1,-0.3247,0.40135,2.45,0.9650000000000001,0.0,0.519999999999996,-0.08293083014546887,2017,true,7,-0.8477306002928269,-0.041729037735189926,-0.08625740657922286,-1.0,-0.4611398963730612,-0.056633873969688775
CHRW,2017-10-01,2017-10-23,2017-10-24,2017-11-17,77.5,78.43,0.9881422924901185,0.18825123981461864,0.06996782794171576,0.2766,0.2822,2.8,1.8250000000000002,78.83,78.44,2.9,3.1,97,0.6145,1.6,1.75,59,-0.38880000000000003,0.2794,3.0,1.675,0.9399999999999977,0.0,-0.3948669941639158,2017,true,2,-0.7989304812834229,-0.04005949688425895,-0.056509903569175506,-0.6866666666666674,-1.0,-0.004947355067867587
CL,2017-10-01,2017-10-23,2017-10-24,2017-11-17,72.5,72.19,1.0042942235766728,0.15571303398898909,0.013949173035287588,0.197,0.1943,1.385,1.585,71.84,71.89,1.03,1.17,28,0.4429,1.71,1.92,2,-0.5501,0.19565,1.1,1.815,0.0,0.6099999999999994,-0.2283125611236776,2017,true,5,-0.7907375643224702,-0.03653061195257386,-0.028487195973192603,-1.0,-0.6639118457300279,0.0006959910913140188
CLX,2017-10-01,2017-10-23,2017-10-24,2017-11-17,130.0,128.57,1.0111223458038423,0.13716688841873353,-0.009752399276004717,0.17650000000000002,0.2429,1.8,3.95,127.21000000000001,133.51000000000002,1.55,1.7,95,0.3603,4.1,4.5,3,-0.6369,0.2097,1.625,4.3,3.5100000000000193,0.0,-0.4244795897986824,2017,true,2,-0.4075949367088575,-0.008706192480436171,-0.0033700168175007992,1.1600000000000117,-1.0,0.049524408458454516
CMCSA,2017-10-01,2017-10-23,2017-10-24,2017-11-17,36.5,36.550000000000004,0.9986320109439123,0.17574101657927757,-0.04153309593686738,0.2602,0.2539,1.04,0.925,36.5,36.160000000000004,0.9,0.97,5275,0.52,0.88,0.93,104,-0.47990000000000005,0.25705,0.935,0.905,0.0,0.3399999999999963,-0.380259203886546,2017,true,3,-0.8152173913043499,-0.04201717927403723,-0.039528373327687806,-1.0,-0.6243093922651974,-0.009315068493150558
